log_timestamp_verbose,log_timestamp_posix,timestamp_verbose,timestamp_posix,interval_sec,msg_source,msg_type,msg_count,msg_served,msg_rejected
2025-11-15 17:05:00.551410,1763251500.5514095,2025-11-16 00:05:00.551,1763251500.551365,300.0,speedway-mountain,SPaT,0,NA,NA
2025-11-15 17:05:38.667544,1763251538.667538,2025-11-16 00:05:38.666,1763251538.666899,300.0,speedway-mountain,SRM,0,0,0
2025-11-15 17:10:00.207058,1763251800.2070553,2025-11-16 00:10:00.206,1763251800.206877,300.0,speedway-mountain,SSM,299,NA,NA
2025-11-15 17:10:00.207099,1763251800.2070987,2025-11-16 00:10:00.206,1763251800.206926,300.0,speedway-mountain,MAP,0,NA,NA
2025-11-15 17:10:00.207116,1763251800.2071154,2025-11-16 00:10:00.206,1763251800.20696,300.0,speedway-mountain,SPaT,0,NA,NA
2025-11-15 17:10:39.370431,1763251839.3704243,2025-11-16 00:10:39.370,1763251839.370245,300.0,speedway-mountain,SRM,0,0,0
2025-11-15 17:15:00.044480,1763252100.0444744,2025-11-16 00:15:00.44,1763252100.044194,300.0,speedway-mountain,SSM,299,NA,NA
2025-11-15 17:15:00.044555,1763252100.044554,2025-11-16 00:15:00.44,1763252100.044301,300.0,speedway-mountain,MAP,0,NA,NA
2025-11-15 17:15:00.044602,1763252100.0446005,2025-11-16 00:15:00.44,1763252100.044381,300.0,speedway-mountain,SPaT,0,NA,NA
2025-11-15 17:15:40.042849,1763252140.0428436,2025-11-16 00:15:40.42,1763252140.042602,300.0,speedway-mountain,SRM,0,0,0
2025-11-15 17:20:00.543365,1763252400.5433633,2025-11-16 00:20:00.543,1763252400.543179,300.0,speedway-mountain,SSM,300,NA,NA
2025-11-15 17:20:00.543402,1763252400.5434015,2025-11-16 00:20:00.543,1763252400.543227,300.0,speedway-mountain,MAP,0,NA,NA
2025-11-15 17:20:00.543418,1763252400.5434177,2025-11-16 00:20:00.543,1763252400.543261,300.0,speedway-mountain,SPaT,0,NA,NA
2025-11-15 17:20:40.746071,1763252440.7460644,2025-11-16 00:20:40.745,1763252440.745737,300.0,speedway-mountain,SRM,0,0,0
2025-11-15 17:25:00.227525,1763252700.2275226,2025-11-16 00:25:00.227,1763252700.227446,300.0,speedway-mountain,SSM,299,NA,NA
2025-11-15 17:25:00.227561,1763252700.2275605,2025-11-16 00:25:00.227,1763252700.227494,300.0,speedway-mountain,MAP,0,NA,NA
2025-11-15 17:25:00.227578,1763252700.2275777,2025-11-16 00:25:00.227,1763252700.227528,300.0,speedway-mountain,SPaT,0,NA,NA
2025-11-15 17:25:41.420702,1763252741.4206953,2025-11-16 00:25:41.420,1763252741.42034,300.0,speedway-mountain,SRM,0,0,0
2025-11-15 17:30:00.836574,1763253000.8365726,2025-11-16 00:30:00.836,1763253000.836511,300.0,speedway-mountain,SSM,300,NA,NA
2025-11-15 17:30:00.836598,1763253000.8365977,2025-11-16 00:30:00.836,1763253000.83656,300.0,speedway-mountain,MAP,0,NA,NA
2025-11-15 17:30:00.836629,1763253000.8366287,2025-11-16 00:30:00.836,1763253000.836594,300.0,speedway-mountain,SPaT,0,NA,NA
2025-11-15 17:30:42.028125,1763253042.0281143,2025-11-16 00:30:42.27,1763253042.027393,300.0,speedway-mountain,SRM,0,0,0
2025-11-15 17:35:00.440697,1763253300.4406939,2025-11-16 00:35:00.440,1763253300.440493,300.0,speedway-mountain,SSM,299,NA,NA
2025-11-15 17:35:00.440743,1763253300.4407423,2025-11-16 00:35:00.440,1763253300.440549,300.0,speedway-mountain,MAP,0,NA,NA
2025-11-15 17:35:00.440761,1763253300.4407609,2025-11-16 00:35:00.440,1763253300.440588,300.0,speedway-mountain,SPaT,0,NA,NA
2025-11-15 17:35:42.635502,1763253342.6354961,2025-11-16 00:35:42.635,1763253342.635301,300.0,speedway-mountain,SRM,0,0,0
2025-11-15 17:40:00.171010,1763253600.1710072,2025-11-16 00:40:00.170,1763253600.170795,300.0,speedway-mountain,SSM,300,NA,NA
2025-11-15 17:40:00.171049,1763253600.1710482,2025-11-16 00:40:00.170,1763253600.170856,300.0,speedway-mountain,MAP,0,NA,NA
2025-11-15 17:40:00.171066,1763253600.1710656,2025-11-16 00:40:00.170,1763253600.170897,300.0,speedway-mountain,SPaT,0,NA,NA
2025-11-15 17:40:43.306781,1763253643.3067746,2025-11-16 00:40:43.306,1763253643.306402,300.0,speedway-mountain,SRM,0,0,0
2025-11-15 17:45:00.781335,1763253900.7813323,2025-11-16 00:45:00.781,1763253900.78117,300.0,speedway-mountain,SSM,300,NA,NA
2025-11-15 17:45:00.781373,1763253900.781372,2025-11-16 00:45:00.781,1763253900.781225,300.0,speedway-mountain,MAP,0,NA,NA
2025-11-15 17:45:00.781389,1763253900.781389,2025-11-16 00:45:00.781,1763253900.78126,300.0,speedway-mountain,SPaT,0,NA,NA
2025-11-15 17:45:44.042741,1763253944.042735,2025-11-16 00:45:44.42,1763253944.042421,300.0,speedway-mountain,SRM,0,0,0
2025-11-15 17:50:00.506118,1763254200.5061166,2025-11-16 00:50:00.506,1763254200.50604,300.0,speedway-mountain,SSM,299,NA,NA
2025-11-15 17:50:00.506151,1763254200.5061505,2025-11-16 00:50:00.506,1763254200.506092,300.0,speedway-mountain,MAP,0,NA,NA
2025-11-15 17:50:00.506167,1763254200.5061665,2025-11-16 00:50:00.506,1763254200.506127,300.0,speedway-mountain,SPaT,0,NA,NA
2025-11-15 17:50:45.611697,1763254245.6116865,2025-11-16 00:50:45.610,1763254245.610977,300.0,speedway-mountain,SRM,0,0,0
2025-11-15 17:55:00.203404,1763254500.2033932,2025-11-16 00:55:00.203,1763254500.203162,300.0,speedway-mountain,SSM,299,NA,NA
2025-11-15 17:55:00.203459,1763254500.2034585,2025-11-16 00:55:00.203,1763254500.203212,300.0,speedway-mountain,MAP,0,NA,NA
2025-11-15 17:55:00.203479,1763254500.2034786,2025-11-16 00:55:00.203,1763254500.203246,300.0,speedway-mountain,SPaT,0,NA,NA
2025-11-15 17:55:46.218086,1763254546.2180796,2025-11-16 00:55:46.217,1763254546.21776,300.0,speedway-mountain,SRM,0,0,0
2025-11-15 18:00:00.811886,1763254800.8118837,2025-11-16 01:00:00.811,1763254800.81176,300.0,speedway-mountain,SSM,301,NA,NA
2025-11-15 18:00:00.811925,1763254800.811925,2025-11-16 01:00:00.811,1763254800.811808,300.0,speedway-mountain,MAP,0,NA,NA
2025-11-15 18:00:00.811942,1763254800.8119419,2025-11-16 01:00:00.811,1763254800.811842,300.0,speedway-mountain,SPaT,0,NA,NA
2025-11-15 18:00:46.955036,1763254846.955029,2025-11-16 01:00:46.954,1763254846.9547,300.0,speedway-mountain,SRM,0,0,0
2025-11-15 18:05:00.503259,1763255100.503257,2025-11-16 01:05:00.503,1763255100.50309,300.0,speedway-mountain,SSM,299,NA,NA
2025-11-15 18:05:00.503304,1763255100.5033035,2025-11-16 01:05:00.503,1763255100.503142,300.0,speedway-mountain,MAP,0,NA,NA
2025-11-15 18:05:00.503321,1763255100.5033212,2025-11-16 01:05:00.503,1763255100.503176,300.0,speedway-mountain,SPaT,0,NA,NA
2025-11-15 18:05:47.690975,1763255147.690969,2025-11-16 01:05:47.690,1763255147.690582,300.0,speedway-mountain,SRM,0,0,0
2025-11-15 18:10:00.268070,1763255400.2680678,2025-11-16 01:10:00.267,1763255400.267898,300.0,speedway-mountain,SSM,301,NA,NA
2025-11-15 18:10:00.268111,1763255400.2681103,2025-11-16 01:10:00.267,1763255400.26795,300.0,speedway-mountain,MAP,0,NA,NA
2025-11-15 18:10:00.268128,1763255400.2681282,2025-11-16 01:10:00.267,1763255400.267988,300.0,speedway-mountain,SPaT,0,NA,NA
2025-11-15 18:10:48.298114,1763255448.2981057,2025-11-16 01:10:48.297,1763255448.29782,300.0,speedway-mountain,SRM,0,0,0
